,ID Number,Race/Ethnicity,race_norm_v1,race_norm_v2,race_norm_v3,race_norm_v4,race_norm_v5,race_norm_v6,race_norm_final
735,33704,White,white,white,white,white,white,white,white
736,317090,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
737,825529,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
738,723309,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
739,721950,"Middle Eastern or North African
White",middle eastern/north african white,middle eastern/north african white,middle eastern/north african white,middle eastern/north african white,white_MENA,white_MENA,white_MENA
740,680351,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
741,23677,White,white,white,white,white,white,white,white
742,599537,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
743,215545,White,white,white,white,white,white,white,white
744,767203,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
745,72068,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
746,126183,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
747,985439,"Black or African American
White",black/african american white,black_african_american white,black_african_american white,black_african_american white,black_african_american white,black_african_american/white,black_african_american/white
748,552119,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
749,100035,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
750,587614,White,white,white,white,white,white,white,white
751,380499,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
752,587614,White,white,white,white,white,white,white,white
753,410038,White,white,white,white,white,white,white,white
754,380499,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
755,380499,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
756,890778,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
757,22132,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
758,552119,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
759,53058,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
760,740585,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
761,834335,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
762,537471,White,white,white,white,white,white,white,white
763,537471,White,white,white,white,white,white,white,white
764,188125,"Asian
White",asian white,asian white,asian white,asian white,asian_pacific_islander white,asian white,asian/white
765,752712,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
766,494491,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
767,740720,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
768,207266,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
769,689589,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
770,227670,White,white,white,white,white,white,white,white
771,691515,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
772,935913,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
773,380499,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
774,376948,White,white,white,white,white,white,white,white
775,536088,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
776,14347,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
777,463660,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
778,463660,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
779,982486,White,white,white,white,white,white,white,white
780,647028,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
781,633939,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
782,937165,White,white,white,white,white,white,white,white
783,995246,White,white,white,white,white,white,white,white
784,723718,White,white,white,white,white,white,white,white
785,699839,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
786,699839,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
787,109119,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
788,253600,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
789,629546,White,white,white,white,white,white,white,white
790,643774,White,white,white,white,white,white,white,white
791,333090,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
792,555456,White,white,white,white,white,white,white,white
793,215545,White,white,white,white,white,white,white,white
794,727219,White,white,white,white,white,white,white,white
795,375962,White,white,white,white,white,white,white,white
796,530839,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
797,527071,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
798,963324,White,white,white,white,white,white,white,white
799,879806,White,white,white,white,white,white,white,white
800,698838,White,white,white,white,white,white,white,white
801,251857,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
802,972164,"Asian
Pacific Islander or Native Hawaiian",asian pacific islander/native hawaiian,asian pacific islander/native hawaiian,asian pacific islander/native hawaiian,asian pacific islander/native hawaiian,asian_pacific_islander,asian,asian
803,677674,White,white,white,white,white,white,white,white
804,241153,White,white,white,white,white,white,white,white
805,179782,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
806,614040,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
807,937708,Brazilian,brazilian,brazilian,brazilian,brazilian,brazilian,hispanic,hispanic
808,89860,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
809,163836,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
810,946609,White,white,white,white,white,white,white,white
811,942974,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
812,753912,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
813,20056,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
814,997147,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
815,14615,White,white,white,white,white,white,white,white
816,470225,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
817,933811,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
818,134351,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
819,360081,White,white,white,white,white,white,white,white
820,515738,White,white,white,white,white,white,white,white
821,984278,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
822,587614,White,white,white,white,white,white,white,white
823,360081,White,white,white,white,white,white,white,white
824,964714,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
825,394997,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
826,463660,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
827,263003,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
828,100035,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
829,959213,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
830,284519,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
831,639124,White,white,white,white,white,white,white,white
832,639124,White,white,white,white,white,white,white,white
833,698838,White,white,white,white,white,white,white,white
834,671324,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
835,767502,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
836,410038,White,white,white,white,white,white,white,white
837,998583,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
838,394997,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
839,103168,White,white,white,white,white,white,white,white
840,347780,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
841,527071,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
842,462978,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
843,174666,White,white,white,white,white,white,white,white
844,494956,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
845,799057,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
846,82905,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
847,658386,White,white,white,white,white,white,white,white
848,865519,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
849,194527,White,white,white,white,white,white,white,white
850,803520,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
851,689305,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
852,974414,White,white,white,white,white,white,white,white
853,317927,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
854,518558,White,white,white,white,white,white,white,white
855,209217,White,white,white,white,white,white,white,white
856,901533,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
857,818824,White,white,white,white,white,white,white,white
858,637003,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
859,966547,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
860,966547,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
861,579766,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
862,237953,White,white,white,white,white,white,white,white
863,984278,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
864,424238,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
865,817780,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
866,658445,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
867,723237,White,white,white,white,white,white,white,white
868,301202,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
869,998386,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
870,677674,White,white,white,white,white,white,white,white
871,440452,White,white,white,white,white,white,white,white
872,285602,White,white,white,white,white,white,white,white
873,262430,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
874,81723,White,white,white,white,white,white,white,white
875,972164,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
876,101,White,white,white,white,white,white,white,white
877,515979,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
878,942181,White,white,white,white,white,white,white,white
879,301292,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
880,666832,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
881,885642,White,white,white,white,white,white,white,white
882,34070,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
883,803579,White,white,white,white,white,white,white,white
884,402547,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
885,23099,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
886,9851,White,white,white,white,white,white,white,white
887,167285,White,white,white,white,white,white,white,white
888,402547,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
889,292972,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
890,329998,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
891,984025,White,white,white,white,white,white,white,white
892,618962,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
893,394997,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
894,791157,White,white,white,white,white,white,white,white
895,119740,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
896,83776,White,white,white,white,white,white,white,white
897,630323,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
898,244087,White,white,white,white,white,white,white,white
899,861750,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
900,894048,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
901,998583,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
902,468240,White,white,white,white,white,white,white,white
903,542528,White,white,white,white,white,white,white,white
904,159233,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
905,342865,White,white,white,white,white,white,white,white
906,750614,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
907,105982,White,white,white,white,white,white,white,white
908,325099,"Black or African American
White",black/african american white,black_african_american white,black_african_american white,black_african_american white,black_african_american white,black_african_american/white,black_african_american/white
909,241263,White,white,white,white,white,white,white,white
910,393223,White,white,white,white,white,white,white,white
911,532416,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
912,73463,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
913,782927,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
914,81723,White,white,white,white,white,white,white,white
915,548380,White,white,white,white,white,white,white,white
916,677674,White,white,white,white,white,white,white,white
917,328174,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
918,203991,White,white,white,white,white,white,white,white
919,614040,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
920,100035,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
921,105588,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
922,606058,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
923,470225,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
924,822786,White,white,white,white,white,white,white,white
925,179782,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
926,470225,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
927,808423,White,white,white,white,white,white,white,white
928,761275,White,white,white,white,white,white,white,white
929,352542,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
930,352542,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
931,875817,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
932,677674,White,white,white,white,white,white,white,white
933,463660,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
934,136270,White,white,white,white,white,white,white,white
935,767203,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
936,394997,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
937,251858,White,white,white,white,white,white,white,white
938,599804,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
939,744018,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
940,821004,White,white,white,white,white,white,white,white
941,251858,White,white,white,white,white,white,white,white
942,143473,South Asia - Pakistan,south asia - pakistan,south asia - pakistan,south asia - pakistan,south asia - pakistan,south asia - pakistan,asian,asian
943,67136,White,white,white,white,white,white,white,white
944,871906,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
945,945154,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
946,226830,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
947,825529,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
948,624585,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
949,146444,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
950,72068,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
951,527071,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
952,922065,White,white,white,white,white,white,white,white
953,980322,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
954,547306,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
955,458383,White,white,white,white,white,white,white,white
956,834335,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
957,980322,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
958,886431,Native American or Alaskan Native,native american/alaskan native,native american/alaskan native,native american/alaskan native,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native
959,458383,White,white,white,white,white,white,white,white
960,95361,White,white,white,white,white,white,white,white
961,438952,cape Verde Portuguese,cape verde portuguese,cape verde portuguese,cape verde portuguese,cape verde portuguese,cape verde portuguese,hispanic,hispanic
962,388714,European/African,european/african,european/african,european/african,european/african,european/african,white/black_african_american,white/black_african_american
963,705521,White,white,white,white,white,white,white,white
964,374925,White,white,white,white,white,white,white,white
965,629379,White,white,white,white,white,white,white,white
966,639093,White,white,white,white,white,white,white,white
967,596192,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
968,662596,White,white,white,white,white,white,white,white
969,188403,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
970,188403,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
971,520448,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
972,520448,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
973,19507,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
974,19507,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
975,458383,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
976,264658,White,white,white,white,white,white,white,white
977,969583,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
978,179782,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
979,618962,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
980,423841,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
981,487515,White,white,white,white,white,white,white,white
982,853419,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
983,634825,White,white,white,white,white,white,white,white
984,361180,White,white,white,white,white,white,white,white
985,511609,White,white,white,white,white,white,white,white
986,647258,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
987,666832,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
988,263793,White,white,white,white,white,white,white,white
989,848976,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
990,997147,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
991,899194,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
992,874473,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
993,515258,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
994,955189,White,white,white,white,white,white,white,white
995,95361,White,white,white,white,white,white,white,white
996,874473,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
997,860454,"Asian
White",asian white,asian white,asian white,asian white,asian_pacific_islander white,asian white,asian/white
998,457683,White,white,white,white,white,white,white,white
999,308975,White,white,white,white,white,white,white,white
1000,369259,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1001,561665,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
1002,262692,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
1003,828884,White,white,white,white,white,white,white,white
1004,306219,White,white,white,white,white,white,white,white
1005,288855,White,white,white,white,white,white,white,white
1006,614040,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1007,46408,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
1008,697413,White,white,white,white,white,white,white,white
1009,644846,White,white,white,white,white,white,white,white
1010,660731,White,white,white,white,white,white,white,white
1011,269110,"Hispanic or Latino
White",hispanic/latino white,hispanic/latino white,hispanic white,hispanic white,hispanic white,hispanic white,hispanic/white
1012,594300,"Asian
White",asian white,asian white,asian white,asian white,asian_pacific_islander white,asian white,asian/white
1013,447647,White,white,white,white,white,white,white,white
1014,60116,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1015,27043,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1016,748130,White,white,white,white,white,white,white,white
1017,905717,White,white,white,white,white,white,white,white
1018,660731,White,white,white,white,white,white,white,white
1019,57178,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1020,721950,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
1021,267357,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1022,78544,White,white,white,white,white,white,white,white
1023,764373,White,white,white,white,white,white,white,white
1024,459184,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1025,740585,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
1026,955189,White,white,white,white,white,white,white,white
1027,733548,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1028,411460,White,white,white,white,white,white,white,white
1029,612431,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
1030,282175,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1031,860451,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1032,819137,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
1033,959912,Uyghur,uyghur,uyghur,uyghur,uyghur,uyghur,asian,asian
1034,227728,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1035,227728,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1036,227728,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1037,642464,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
1038,741440,White,white,white,white,white,white,white,white
1039,462978,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1040,631126,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1041,808707,"Black or African American
White",black/african american white,black_african_american white,black_african_american white,black_african_american white,black_african_american white,black_african_american/white,black_african_american/white
1042,891031,White,white,white,white,white,white,white,white
1043,461400,White,white,white,white,white,white,white,white
1044,767373,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
1045,524601,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1046,979956,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1047,707435,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1048,495316,White,white,white,white,white,white,white,white
1049,542424,White,white,white,white,white,white,white,white
1050,232411,Middle Eastern or North African,middle eastern/north african,middle eastern/north african,middle eastern/north african,middle eastern/north african,white_MENA,white_MENA,white_MENA
1051,227728,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1052,461400,White,white,white,white,white,white,white,white
1053,849827,White,white,white,white,white,white,white,white
1054,119595,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1055,251857,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1056,828208,"Middle Eastern or North African
White",middle eastern/north african white,middle eastern/north african white,middle eastern/north african white,middle eastern/north african white,white_MENA,white_MENA,white_MENA
1057,491659,White,white,white,white,white,white,white,white
1058,655968,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
1059,954616,White,white,white,white,white,white,white,white
1060,684406,White,white,white,white,white,white,white,white
1061,905358,White,white,white,white,white,white,white,white
1062,466553,White,white,white,white,white,white,white,white
1063,466553,White,white,white,white,white,white,white,white
1064,561665,White,white,white,white,white,white,white,white
1065,424994,White,white,white,white,white,white,white,white
1066,658445,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
1067,671640,White,white,white,white,white,white,white,white
1068,895819,White,white,white,white,white,white,white,white
1069,587614,White,white,white,white,white,white,white,white
1070,394990,White,white,white,white,white,white,white,white
1071,268960,White,white,white,white,white,white,white,white
1072,893543,White,white,white,white,white,white,white,white
1073,670611,White,white,white,white,white,white,white,white
1074,713219,White,white,white,white,white,white,white,white
1075,101,White,white,white,white,white,white,white,white
1076,262692,"Black or African American
Hispanic or Latino",black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
1077,736900,Hispanic or Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
1078,37946,White,white,white,white,white,white,white,white
