,ID Number,Race/Ethnicity,race_norm_v1,race_norm_v2,race_norm_v3,race_norm_v4,race_norm_v5,race_norm_v6,race_norm_final
55,127628,Native American,native american,native american,native american,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native
56,355976,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
57,375108,White,white,white,white,white,white,white,white
58,260388,White,white,white,white,white,white,white,white
59,215974,White,white,white,white,white,white,white,white
60,791655,White,white,white,white,white,white,white,white
61,309108,White,white,white,white,white,white,white,white
62,330799,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
63,304300,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
64,488703,white,white,white,white,white,white,white,white
65,176324,White,white,white,white,white,white,white,white
66,313363,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
67,889367,White,white,white,white,white,white,white,white
68,675635,White,white,white,white,white,white,white,white
69,559246,White,white,white,white,white,white,white,white
70,746052,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
71,969361,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
72,633243,white,white,white,white,white,white,white,white
73,45679,White,white,white,white,white,white,white,white
74,429653,South Asian Pakistai,south asian pakistai,south asian pakistai,south asian pakistai,south asian pakistai,asian_pacific_islander,asian,asian
75,162357,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
76,996669,Unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
77,757499,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
78,798539,White,white,white,white,white,white,white,white
79,906708,white,white,white,white,white,white,white,white
80,34855,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
81,547336,White,white,white,white,white,white,white,white
82,284814,White,white,white,white,white,white,white,white
83,497651,White,white,white,white,white,white,white,white
84,559246,White,white,white,white,white,white,white,white
85,633243,white,white,white,white,white,white,white,white
86,975195,White,white,white,white,white,white,white,white
87,351263,White,white,white,white,white,white,white,white
88,793914,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
89,402373,White,white,white,white,white,white,white,white
90,775391,Black/White,black/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
91,168623,White,white,white,white,white,white,white,white
92,956410,,,nan,nan,nan,unknown,unknown,unknown
93,286828,Hispanic/White,hispanic/white,hispanic/white,hispanic/white,hispanic/white,hispanic/white,hispanic/white,hispanic/white
94,232606,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
95,975195,White,white,white,white,white,white,white,white
96,45679,White,white,white,white,white,white,white,white
97,633243,white,white,white,white,white,white,white,white
98,363016,White,white,white,white,white,white,white,white
99,559246,White,white,white,white,white,white,white,white
100,345125,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
101,20110,Other,other,unknown,unknown,unknown,unknown,unknown,unknown
102,769986,White,white,white,white,white,white,white,white
103,916557,White,white,white,white,white,white,white,white
104,631412,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
105,599285,White,white,white,white,white,white,white,white
106,170000,White,white,white,white,white,white,white,white
107,191565,White,white,white,white,white,white,white,white
108,107571,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
109,926545,,,nan,nan,nan,unknown,unknown,unknown
110,899093,White,white,white,white,white,white,white,white
111,983151,White,white,white,white,white,white,white,white
112,978205,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
113,723376,White,white,white,white,white,white,white,white
114,237388,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
115,955907,White,white,white,white,white,white,white,white
116,231028,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
117,813513,white,white,white,white,white,white,white,white
118,214527,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
119,764740,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
120,647185,White,white,white,white,white,white,white,white
121,154157,,,nan,nan,nan,unknown,unknown,unknown
122,983151,White,white,white,white,white,white,white,white
123,744816,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
124,820907,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
125,184600,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
126,894311,White,white,white,white,white,white,white,white
127,515852,White,white,white,white,white,white,white,white
128,384903,White,white,white,white,white,white,white,white
129,55732,White,white,white,white,white,white,white,white
130,926302,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
131,718474,White,white,white,white,white,white,white,white
132,706337,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
133,231028,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
134,261650,White,white,white,white,white,white,white,white
135,49587,White,white,white,white,white,white,white,white
136,684980,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
137,895035,White,white,white,white,white,white,white,white
138,380933,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
139,660814,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
140,657359,white/hispanic,white/hispanic,white/hispanic,whitehispanic,whitehispanic,white/hispanic,white/hispanic,white/hispanic
141,247829,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
142,883554,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
143,407402,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
144,707324,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
145,702377,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
146,789285,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
147,846234,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
148,647616,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
149,159142,White,white,white,white,white,white,white,white
150,627348,White,white,white,white,white,white,white,white
151,209824,White,white,white,white,white,white,white,white
152,659911,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
153,192059,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
154,254841,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
155,458786,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
156,682431,,,nan,nan,nan,unknown,unknown,unknown
157,206137,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
158,76111,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
159,857693,White,white,white,white,white,white,white,white
160,869542,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
161,659729,white,white,white,white,white,white,white,white
162,420989,White,white,white,white,white,white,white,white
163,856467,White,white,white,white,white,white,white,white
164,768700,White,white,white,white,white,white,white,white
165,826755,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
166,969361,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
167,924657,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
168,442327,White,white,white,white,white,white,white,white
169,691590,White,white,white,white,white,white,white,white
170,684011,white,white,white,white,white,white,white,white
171,159142,White,white,white,white,white,white,white,white
172,523471,White,white,white,white,white,white,white,white
173,895035,White,white,white,white,white,white,white,white
174,323129,White,white,white,white,white,white,white,white
175,145057,White,white,white,white,white,white,white,white
176,718474,White,white,white,white,white,white,white,white
177,384903,White,white,white,white,white,white,white,white
178,187176,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
179,768700,White,white,white,white,white,white,white,white
180,224995,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
181,608782,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
182,761123,White,white,white,white,white,white,white,white
183,214527,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
184,302069,white ,white,white,white,white,white,white,white
185,290011,native amer/alaskan,native amer/alaskan,native amer/alaskan,native amer/alaskan,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native,native_american_alaskan_native
186,187176,african/amer,african/amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
187,341435,,,nan,nan,nan,unknown,unknown,unknown
188,767759,white,white,white,white,white,white,white,white
189,11520,white,white,white,white,white,white,white,white
190,899061,white,white,white,white,white,white,white,white
191,735339,hispanic/latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
192,76111,hispanic/latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
193,680453,,,nan,nan,nan,unknown,unknown,unknown
194,921930,white ,white,white,white,white,white,white,white
195,783744,white ,white,white,white,white,white,white,white
196,957183,white ,white,white,white,white,white,white,white
197,727770,did not list,did not list,unknown,unknown,unknown,unknown,unknown,unknown
198,187176,,,nan,nan,nan,unknown,unknown,unknown
199,172262,white,white,white,white,white,white,white,white
200,709444,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
201,502046,white,white,white,white,white,white,white,white
202,812232,white ,white,white,white,white,white,white,white
203,187176,black/afr amer,black/afr amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
204,226436,white ,white,white,white,white,white,white,white
205,357502,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
206,990527,white ,white,white,white,white,white,white,white
207,117950,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
208,902647,white ,white,white,white,white,white,white,white
209,657180,white ,white,white,white,white,white,white,white
210,280146,white ,white,white,white,white,white,white,white
211,60255,white ,white,white,white,white,white,white,white
212,182001,white ,white,white,white,white,white,white,white
213,144137,white ,white,white,white,white,white,white,white
214,187176,afr amer,afr amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
215,54346,white ,white,white,white,white,white,white,white
216,962345,white ,white,white,white,white,white,white,white
217,577737,cape vrd blck,cape vrd blck,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
218,662660,hispanic ,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
219,254841,black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
220,323129,white,white,white,white,white,white,white,white
221,761123,white,white,white,white,white,white,white,white
222,187176,african amer,african amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
223,551861,african amer,african amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
224,802628,white ,white,white,white,white,white,white,white
225,819698,white ,white,white,white,white,white,white,white
226,336274,white ,white,white,white,white,white,white,white
227,469149,white ,white,white,white,white,white,white,white
228,442638,white ,white,white,white,white,white,white,white
229,966147,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
230,420446,white ,white,white,white,white,white,white,white
231,546457,white ,white,white,white,white,white,white,white
232,527189,white ,white,white,white,white,white,white,white
233,551069,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
234,953401,white ,white,white,white,white,white,white,white
235,224807,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
236,65394,white ,white,white,white,white,white,white,white
237,48541,wihite,wihite,wihite,wihite,wihite,white,white,white
238,607258,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
239,363639,white ,white,white,white,white,white,white,white
240,643181,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
241,982752,,,nan,nan,nan,unknown,unknown,unknown
242,649824,White,white,white,white,white,white,white,white
243,413697,white,white,white,white,white,white,white,white
244,706304,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
245,795769,white,white,white,white,white,white,white,white
246,916126,white ,white,white,white,white,white,white,white
247,813816,african amer,african amer,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
248,856662,white,white,white,white,white,white,white,white
249,795769,white,white,white,white,white,white,white,white
250,898481,white,white,white,white,white,white,white,white
251,473296,white,white,white,white,white,white,white,white
252,5837,white,white,white,white,white,white,white,white
253,981295,,,nan,nan,nan,unknown,unknown,unknown
254,367717,white,white,white,white,white,white,white,white
255,846179,asian ,asian,asian,asian,asian,asian_pacific_islander,asian,asian
256,364074,white ,white,white,white,white,white,white,white
257,122102,north african,north african,north african,north african,north african,white_MENA,white_MENA,white_MENA
258,647185,white ,white,white,white,white,white,white,white
259,565155,white ,white,white,white,white,white,white,white
260,727770,NL,nl,nl,nl,nl,unknown,unknown,unknown
261,630145,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
262,619362,white ,white,white,white,white,white,white,white
263,179198,,,nan,nan,nan,unknown,unknown,unknown
264,382711,,,nan,nan,nan,unknown,unknown,unknown
265,271685,White,white,white,white,white,white,white,white
266,539506,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
267,727770,White,white,white,white,white,white,white,white
268,427892,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
269,120036,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
270,895951,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
271,54737,,,nan,nan,nan,unknown,unknown,unknown
272,777948,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
273,102083,Cape Ver\dean,cape verdean,cape verdean,cape verdean,cape verdean,cape verdean,black_african_american/hispanic,black_african_american/hispanic
274,439146,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
275,813946,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
276,958358,White,white,white,white,white,white,white,white
277,121477,White,white,white,white,white,white,white,white
278,309020,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
279,7260,White,white,white,white,white,white,white,white
280,648920,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
281,536584,White,white,white,white,white,white,white,white
282,226747,White,white,white,white,white,white,white,white
283,88750,White,white,white,white,white,white,white,white
284,147194,White,white,white,white,white,white,white,white
285,463751,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
286,787807,White,white,white,white,white,white,white,white
287,30337,White,white,white,white,white,white,white,white
288,631392,White,white,white,white,white,white,white,white
289,509558,White/Hispanic,white/hispanic,white/hispanic,whitehispanic,whitehispanic,white/hispanic,white/hispanic,white/hispanic
290,178392,White,white,white,white,white,white,white,white
291,974013,Egyptian,egyptian,egyptian,egyptian,egyptian,white_MENA,white_MENA,white_MENA
292,907351,White,white,white,white,white,white,white,white
293,849175,White,white,white,white,white,white,white,white
294,592182,White,white,white,white,white,white,white,white
295,317568,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
296,119563,White,white,white,white,white,white,white,white
297,596544,White ,white,white,white,white,white,white,white
298,704130,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
299,732137,White ,white,white,white,white,white,white,white
300,644466,Black ,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
301,821695,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
302,922238,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
303,31698,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
304,957183,White ,white,white,white,white,white,white,white
305,989966,White,white,white,white,white,white,white,white
306,332063,White,white,white,white,white,white,white,white
307,306977,White,white,white,white,white,white,white,white
308,545653,White,white,white,white,white,white,white,white
309,488217,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
310,244807,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
311,921930,White,white,white,white,white,white,white,white
312,54776,White,white,white,white,white,white,white,white
313,360808,White,white,white,white,white,white,white,white
314,344596,White,white,white,white,white,white,white,white
315,973611,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
316,921383,White,white,white,white,white,white,white,white
317,582824,White,white,white,white,white,white,white,white
318,966958,White,white,white,white,white,white,white,white
319,335935,White,white,white,white,white,white,white,white
320,5941,,,nan,nan,nan,unknown,unknown,unknown
321,803378,White,white,white,white,white,white,white,white
322,627534,White,white,white,white,white,white,white,white
323,630145,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
324,174672,White,white,white,white,white,white,white,white
325,489464,White,white,white,white,white,white,white,white
326,142389,White,white,white,white,white,white,white,white
327,711269,White,white,white,white,white,white,white,white
328,723147,White,white,white,white,white,white,white,white
329,294813,White,white,white,white,white,white,white,white
330,135247,White,white,white,white,white,white,white,white
331,314837,,,nan,nan,nan,unknown,unknown,unknown
332,270941,White,white,white,white,white,white,white,white
333,839222,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
334,648800,White,white,white,white,white,white,white,white
335,16572,,,nan,nan,nan,unknown,unknown,unknown
336,535430,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
337,155259,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
338,627641,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
339,625006,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
340,19054,White,white,white,white,white,white,white,white
341,471918,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
342,943847,,,nan,nan,nan,unknown,unknown,unknown
343,19975,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
344,354565,Black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
345,779577,White,white,white,white,white,white,white,white
346,105248,White,white,white,white,white,white,white,white
347,314398,White,white,white,white,white,white,white,white
348,248400,,,nan,nan,nan,unknown,unknown,unknown
349,565311,,,nan,nan,nan,unknown,unknown,unknown
350,117597,White,white,white,white,white,white,white,white
351,65520,white ,white,white,white,white,white,white,white
352,19198,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
353,295405,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
354,540651,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
355,124528,,,nan,nan,nan,unknown,unknown,unknown
356,703836,,,nan,nan,nan,unknown,unknown,unknown
357,200651,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
358,317568,asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
359,760920,white,white,white,white,white,white,white,white
360,478823,asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
361,605977,white ,white,white,white,white,white,white,white
362,444362,white,white,white,white,white,white,white,white
363,174672,white ,white,white,white,white,white,white,white
364,529793,white ,white,white,white,white,white,white,white
365,427892,"""Other""",other,unknown,unknown,unknown,unknown,unknown,unknown
366,145177,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
367,577737,black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
368,656808,black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
369,140189,black,black,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
370,630145,Asian,asian,asian,asian,asian,asian_pacific_islander,asian,asian
371,994350,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
372,123282,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
373,203891,White ,white,white,white,white,white,white,white
374,552365,white ,white,white,white,white,white,white,white
375,554174,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
376,377124,Hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic,hispanic
377,21605,white ,white,white,white,white,white,white,white
378,56860,white ,white,white,white,white,white,white,white
379,278288,black/white ,black/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white,black_african_american/white
380,314921,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
381,827042,White,white,white,white,white,white,white,white
382,152270,White,white,white,white,white,white,white,white
383,949729,White,white,white,white,white,white,white,white
384,814571,White,white,white,white,white,white,white,white
385,506157,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
386,825529,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
387,524616,White,white,white,white,white,white,white,white
388,336451,White,white,white,white,white,white,white,white
389,978276,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
390,785480,White,white,white,white,white,white,white,white
391,23798,Hispanic/Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
392,369937,White,white,white,white,white,white,white,white
393,262135,White,white,white,white,white,white,white,white
394,969393,White,white,white,white,white,white,white,white
395,510742,White,white,white,white,white,white,white,white
396,514660,White,white,white,white,white,white,white,white
397,514660,White,white,white,white,white,white,white,white
398,860042,Hispanic/Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
399,725953,White,white,white,white,white,white,white,white
400,112285,White,white,white,white,white,white,white,white
401,373276,White,white,white,white,white,white,white,white
402,296725,White,white,white,white,white,white,white,white
403,825529,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
404,355077,White,white,white,white,white,white,white,white
405,593980,White,white,white,white,white,white,white,white
406,598436,Hispanic/Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
407,930585,White,white,white,white,white,white,white,white
408,441853,White,white,white,white,white,white,white,white
409,834205,White,white,white,white,white,white,white,white
410,613331,White,white,white,white,white,white,white,white
411,116151,White,white,white,white,white,white,white,white
412,623420,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
413,97166,White,white,white,white,white,white,white,white
414,531159,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
415,167627,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
416,274638,White,white,white,white,white,white,white,white
417,221871,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
418,512819,White,white,white,white,white,white,white,white
419,89860,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
420,347073,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
421,647840,Hispanic/Latino,hispanic/latino,hispanic/latino,hispanic,hispanic,hispanic,hispanic,hispanic
422,287868,White,white,white,white,white,white,white,white
423,845893,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
424,720695,Choose not to answer,choose not to answer,unknown,unknown,unknown,unknown,unknown,unknown
425,904833,Asian/Pacific Islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian/pacific islander,asian_pacific_islander,asian,asian
426,443617,White,white,white,white,white,white,white,white
427,75888,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
428,673625,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
429,97210,,,nan,nan,nan,unknown,unknown,unknown
430,473272,Black or African American,black/african american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american,black_african_american
431,447880,White,white,white,white,white,white,white,white
432,835195,White,white,white,white,white,white,white,white
433,97166,White,white,white,white,white,white,white,white
434,416257,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
435,416257,Black or African American Hispanic/Latino,black/african american hispanic/latino,black_african_american hispanic/latino,black_african_american hispanic,black_african_american hispanic,black_african_american hispanic,black_african_american/hispanic,black_african_american/hispanic
